key,first_category_id,sales_tier,stockout_tier,fit_stockout_rate,donors_model_fit,donors_tuning,donors_calibration
235201,8,high,low,0.15625,40,14,10
235213,4,mid,mid,0.203125,37,7,10
235345,16,high,high,0.24479166666666666,29,8,11
235421,31,low,high,0.28958333333333336,24,4,2
235478,4,high,low,0.16041666666666668,38,8,10
235636,16,mid,mid,0.16666666666666666,40,9,7
235691,21,high,high,0.24895833333333334,23,8,9
235759,10,high,low,0.121875,33,5,9
235816,27,mid,mid,0.16458333333333333,14,5,2
236058,15,mid,mid,0.178125,28,8,10
236127,20,mid,low,0.109375,38,11,12
236181,18,low,mid,0.184375,34,10,7
236422,16,high,low,0.14166666666666666,39,6,6
237201,8,high,mid,0.17708333333333334,34,11,10
237220,8,low,low,0.15729166666666666,39,12,10
237257,0,low,low,0.109375,45,9,7
237300,20,high,mid,0.17916666666666667,29,12,10
237768,5,low,low,0.159375,47,13,15
238038,5,low,high,0.24166666666666667,29,12,9
238076,8,high,mid,0.20625,35,12,12
238127,20,low,mid,0.19583333333333333,34,12,12
238190,4,high,low,0.159375,34,8,5
238411,28,low,mid,0.17708333333333334,45,13,15
238600,29,mid,high,0.325,14,8,4
238644,23,low,high,0.284375,20,15,9
238699,30,low,mid,0.165625,38,12,10
238853,8,low,low,0.14583333333333334,41,13,12
239021,4,mid,high,0.27708333333333335,22,5,3
239041,4,high,mid,0.190625,38,13,14
239118,4,high,low,0.12291666666666666,38,8,7
239150,8,low,low,0.1375,44,12,12
239215,4,high,high,0.334375,13,6,9
239344,16,low,high,0.26666666666666666,14,5,2
239740,29,mid,high,0.34479166666666666,6,4,2
239758,17,low,mid,0.171875,37,11,15
239802,5,high,low,0.11770833333333333,50,11,15
240019,4,high,high,0.35520833333333335,20,7,1
240144,18,low,mid,0.16875,35,8,12
240370,24,mid,mid,0.17916666666666667,32,13,10
240578,4,mid,mid,0.21145833333333333,36,12,10
240635,16,mid,mid,0.16145833333333334,34,12,7
240715,10,mid,mid,0.165625,39,14,14
240740,29,mid,mid,0.20104166666666667,23,7,5
241006,20,mid,high,0.23020833333333332,28,5,6
241023,4,mid,high,0.26666666666666666,25,13,9
241138,27,low,low,0.1375,38,11,7
241150,8,mid,low,0.15208333333333332,39,8,9
241321,18,low,low,0.14791666666666667,39,10,10
241345,16,mid,mid,0.19583333333333333,30,8,6
241634,16,mid,high,0.234375,27,9,7
241719,10,low,mid,0.21041666666666667,28,9,9
242004,29,high,mid,0.18854166666666666,31,10,8
242011,18,high,mid,0.16458333333333333,41,10,12
242027,4,mid,low,0.11458333333333333,49,12,6
242076,8,high,high,0.22916666666666666,39,10,8
242136,4,mid,high,0.24895833333333334,31,12,8
242166,20,high,low,0.15729166666666666,37,5,11
242190,4,mid,low,0.07083333333333333,41,7,7
242215,4,high,mid,0.18958333333333333,23,4,9
242293,16,low,mid,0.2125,33,8,7
242296,16,mid,mid,0.171875,31,10,13
242411,28,low,high,0.2375,42,10,15
242567,20,high,mid,0.19479166666666667,27,11,11
242769,20,high,mid,0.16145833333333334,33,12,6
242774,4,mid,low,0.128125,45,13,12
242797,4,mid,high,0.36354166666666665,27,10,8
242847,20,mid,high,0.23020833333333332,30,10,8
243291,16,mid,mid,0.165625,34,7,7
243834,28,high,high,0.4322916666666667,10,7,11
246345,16,mid,mid,0.203125,33,11,10
246834,28,high,high,0.51875,4,4,13
253006,20,mid,high,0.27291666666666664,23,8,9
253017,20,low,mid,0.16875,40,13,10
253020,4,mid,mid,0.19375,35,9,8
253026,4,mid,high,0.22291666666666668,25,7,10
253041,4,high,high,0.23020833333333332,38,8,8
253070,4,high,low,0.12708333333333333,33,5,0
253090,4,low,high,0.6489583333333333,9,5,1
253093,21,mid,mid,0.20833333333333334,27,9,11
253129,10,high,high,0.4322916666666667,18,2,0
253217,8,mid,mid,0.203125,30,13,14
253345,16,mid,mid,0.18854166666666666,37,9,12
253631,16,mid,mid,0.178125,33,8,9
253684,15,low,low,0.13958333333333334,39,9,10
253774,4,mid,mid,0.17291666666666666,38,9,10
253783,22,mid,high,0.23125,39,12,14
253793,14,low,high,0.2916666666666667,32,13,13
254004,29,high,low,0.11666666666666667,44,11,9
254058,15,low,mid,0.19375,32,8,11
254077,8,mid,mid,0.17291666666666666,39,8,5
254118,4,high,low,0.13541666666666666,42,7,4
254467,5,mid,low,0.14375,49,14,13
254549,31,high,low,0.14791666666666667,40,14,11
254554,4,high,mid,0.16666666666666666,42,9,11
254580,29,high,high,0.284375,21,3,1
254600,29,mid,high,0.334375,19,5,4
254769,20,high,low,0.16041666666666668,37,10,10
255053,0,low,low,0.140625,38,7,7
255094,4,low,low,0.10625,41,9,10
255190,4,mid,low,0.08020833333333334,41,12,9
255314,16,high,mid,0.190625,27,10,10
255370,24,high,high,0.221875,31,10,7
255478,4,mid,low,0.121875,44,10,11
255496,16,mid,mid,0.18854166666666666,32,9,6
255638,16,high,low,0.15625,36,11,7
255645,24,mid,high,0.240625,31,10,9
255691,21,high,mid,0.18333333333333332,29,9,9
256026,4,mid,low,0.134375,41,8,11
256041,4,high,high,0.34270833333333334,27,10,6
256058,15,mid,mid,0.1875,30,8,10
256084,8,mid,mid,0.171875,37,11,7
256108,8,mid,low,0.11770833333333333,44,9,5
256115,10,low,high,0.3177083333333333,36,14,13
256140,4,low,low,0.159375,42,8,13
256306,7,high,low,0.1125,43,10,8
256374,18,low,mid,0.17083333333333334,41,10,13
256774,4,mid,low,0.13333333333333333,41,11,8
257093,21,low,high,0.253125,20,5,6
257117,4,high,low,0.12916666666666668,36,6,4
257201,8,mid,low,0.14375,42,10,11
257223,20,high,low,0.1375,33,10,9
257293,16,low,mid,0.19791666666666666,34,3,5
257396,7,mid,low,0.13333333333333333,47,13,8
257634,16,low,high,0.23020833333333332,23,13,11
257635,16,low,mid,0.196875,33,7,7
257644,23,mid,mid,0.184375,33,12,11
258018,4,low,low,0.14375,38,8,8
258300,20,high,low,0.14166666666666666,35,11,12
258554,4,mid,mid,0.17083333333333334,41,12,12
258684,15,mid,low,0.13854166666666667,37,11,9
258691,21,high,low,0.140625,34,8,5
258769,20,high,low,0.12916666666666668,35,10,9
258834,28,high,high,0.44583333333333336,9,7,10
259006,20,low,high,0.253125,21,7,8
259023,4,mid,high,0.24895833333333334,31,14,8
259190,4,high,low,0.053125,50,6,9
259215,4,high,high,0.28541666666666665,19,7,6
259250,16,low,mid,0.17604166666666668,39,8,7
259645,24,low,mid,0.203125,29,10,9
259682,10,high,low,0.14583333333333334,41,13,9
259774,4,low,mid,0.20729166666666668,38,8,9
259783,22,mid,mid,0.215625,38,10,15
259834,28,high,high,0.38333333333333336,12,7,12
260006,20,low,high,0.32083333333333336,17,8,10
260076,8,high,low,0.10729166666666666,45,10,10
260119,20,high,low,0.11666666666666667,39,7,9
260296,16,mid,high,0.21770833333333334,25,12,9
260489,21,mid,low,0.13854166666666667,38,8,9
260631,16,low,mid,0.16666666666666666,36,11,9
260740,29,mid,mid,0.17083333333333334,24,7,7
263016,8,high,mid,0.17291666666666666,38,10,10
263019,4,high,mid,0.20104166666666667,31,4,5
263041,4,high,high,0.28854166666666664,34,14,4
263070,4,high,mid,0.18229166666666666,30,11,2
263104,20,high,low,0.153125,34,7,10
263213,4,mid,mid,0.20729166666666668,34,11,8
263220,8,high,mid,0.16770833333333332,36,12,10
263410,5,mid,low,0.10625,49,11,11
263415,7,mid,low,0.11666666666666667,40,9,9
263416,24,mid,low,0.08958333333333333,50,10,11
263424,16,high,mid,0.20208333333333334,33,6,7
263553,30,mid,high,0.27291666666666664,30,11,7
263568,10,low,high,0.27708333333333335,25,8,12
263632,16,mid,high,0.240625,26,9,6
263633,16,mid,high,0.23229166666666667,33,6,7
263642,20,mid,high,0.27395833333333336,25,4,4
263672,10,high,low,0.11145833333333334,46,9,9
263797,4,mid,high,0.2708333333333333,30,8,9
263829,11,high,low,0.13229166666666667,45,6,8
263858,15,mid,mid,0.20208333333333334,32,11,4
271212,20,low,mid,0.190625,32,7,11
271515,20,mid,mid,0.18958333333333333,38,8,12
271691,21,high,mid,0.18541666666666667,29,9,8
271783,22,high,mid,0.2,36,10,15
273114,10,high,low,0.14166666666666666,46,14,9
273117,4,high,high,0.21770833333333334,23,7,7
273127,20,mid,low,0.12604166666666666,39,8,14
273136,4,low,mid,0.19479166666666667,35,11,10
273290,16,low,high,0.22395833333333334,32,11,8
273300,20,high,high,0.228125,25,12,11
273411,28,mid,low,0.14479166666666668,45,13,15
273486,20,high,mid,0.184375,33,14,9
273580,29,high,high,0.2864583333333333,15,7,7
273691,21,high,low,0.15416666666666667,32,11,4
274023,4,mid,mid,0.16979166666666667,36,14,7
274114,10,high,low,0.12916666666666668,49,15,5
274467,5,high,mid,0.196875,39,13,13
274580,29,high,mid,0.1625,27,3,6
274843,4,low,mid,0.1875,35,11,13
281070,4,high,high,0.225,21,9,4
281071,4,high,low,0.140625,36,11,12
281129,10,low,high,0.66875,8,3,0
281207,4,mid,mid,0.17291666666666666,37,7,9
281363,4,mid,mid,0.17708333333333334,38,12,11
281486,20,high,low,0.146875,35,9,10
281635,16,mid,high,0.24791666666666667,28,10,7
281760,10,mid,mid,0.19479166666666667,31,10,7
282021,4,mid,mid,0.209375,28,4,7
282026,4,mid,low,0.15833333333333333,39,6,10
282074,21,mid,high,0.25833333333333336,10,1,1
282077,8,mid,mid,0.190625,39,7,10
282099,8,mid,low,0.13125,41,8,10
282140,4,mid,mid,0.20625,35,10,13
282166,20,high,low,0.128125,38,5,14
282363,4,high,low,0.153125,40,11,11
282422,16,high,mid,0.1875,35,14,11
282496,16,low,mid,0.184375,32,6,9
282600,29,high,high,0.384375,13,7,5
282634,16,mid,low,0.159375,39,8,6
282638,16,mid,low,0.15833333333333333,37,7,11
282797,4,low,high,0.2635416666666667,30,7,13
282834,28,high,high,0.44479166666666664,9,2,13
282858,15,low,mid,0.18125,39,10,10
284027,4,mid,low,0.14166666666666666,46,13,8
284054,0,low,mid,0.171875,30,11,6
284119,20,high,low,0.15,29,7,6
284290,16,high,mid,0.17708333333333334,27,4,7
284467,5,high,low,0.13333333333333333,49,14,12
284525,15,low,low,0.14479166666666668,39,10,10
284554,4,mid,high,0.415625,20,10,11
284631,16,high,high,0.22291666666666668,26,8,6
284822,20,low,high,0.2708333333333333,32,10,11
288023,4,mid,low,0.15,37,10,9
288070,4,high,low,0.09270833333333334,36,5,0
288140,4,low,high,0.23125,35,11,12
288150,8,low,mid,0.196875,33,8,6
288215,4,high,high,0.3260416666666667,14,5,4
288548,11,low,mid,0.1625,28,13,5
288631,16,mid,low,0.12916666666666668,38,7,7
288738,4,low,low,0.15416666666666667,33,8,7
288774,4,mid,low,0.12395833333333334,41,9,9
289084,8,low,high,0.25729166666666664,29,10,5
289567,20,mid,low,0.13854166666666667,36,13,10
289810,4,mid,high,0.23125,36,12,13
291019,4,high,high,0.2375,27,9,4
291037,5,low,mid,0.19895833333333332,40,14,15
291038,5,low,low,0.15416666666666667,37,11,12
291079,4,mid,low,0.11875,45,8,11
291099,8,low,low,0.13541666666666666,42,11,14
291119,20,high,low,0.15208333333333332,30,9,9
291212,20,low,low,0.15104166666666666,39,5,11
291300,20,high,high,0.2947916666666667,18,14,11
291370,24,mid,mid,0.18958333333333333,33,9,12
291426,16,high,low,0.15729166666666666,42,12,9
291486,20,high,low,0.15729166666666666,38,10,12
291489,21,mid,low,0.128125,43,8,9
291515,20,mid,low,0.12708333333333333,41,7,9
291578,4,mid,high,0.22083333333333333,37,12,7
294006,20,mid,high,0.275,21,9,12
294026,4,mid,mid,0.18645833333333334,30,7,8
294093,21,mid,mid,0.20833333333333334,27,10,8
294250,16,low,low,0.11145833333333334,42,6,7
294363,4,high,low,0.159375,40,10,13
294569,24,low,mid,0.18229166666666666,38,7,15
298004,29,high,high,0.24375,26,10,10
298021,4,low,high,0.2677083333333333,28,6,9
298118,4,high,low,0.09375,45,7,7
298217,8,low,mid,0.178125,35,12,12
298481,24,high,mid,0.215625,22,11,5
298699,30,mid,low,0.15104166666666666,37,12,8
298802,5,mid,low,0.1375,49,14,13
300027,4,high,low,0.09479166666666666,47,14,10
300058,15,mid,mid,0.20729166666666668,29,8,12
300090,4,mid,high,0.5697916666666667,16,7,5
300247,16,low,high,0.24166666666666667,30,3,7
300250,16,mid,mid,0.17604166666666668,34,6,10
300387,31,high,mid,0.17083333333333334,39,7,9
300797,4,mid,high,0.2875,30,9,8
300828,27,low,low,0.11875,43,9,9
300829,11,mid,mid,0.19270833333333334,37,7,10
301041,4,high,high,0.253125,36,12,10
301300,20,high,high,0.26875,14,13,13
301638,16,mid,high,0.27291666666666664,26,4,4
301769,20,high,low,0.13645833333333332,38,8,10
302041,4,low,high,0.6916666666666667,10,7,6
302074,21,mid,high,0.2520833333333333,21,2,5
302525,15,low,mid,0.19166666666666668,32,9,11
302554,4,mid,high,0.25416666666666665,32,12,13
302567,20,high,low,0.15625,30,13,10
302635,16,mid,mid,0.21041666666666667,29,10,5
302816,27,low,high,0.24791666666666667,8,5,3
305019,4,high,high,0.35104166666666664,23,7,2
305058,15,mid,low,0.14479166666666668,35,6,8
305135,4,mid,low,0.10625,47,11,9
305144,18,low,low,0.12604166666666666,40,9,8
305386,31,high,low,0.121875,42,10,13
305424,16,mid,mid,0.21666666666666667,32,11,8
305452,29,low,high,0.29375,13,9,5
305580,29,high,high,0.296875,15,5,4
305635,16,mid,mid,0.20520833333333333,34,8,8
305688,31,mid,mid,0.18229166666666666,42,8,8
305740,29,high,high,0.265625,17,9,6
307041,4,high,high,0.22604166666666667,37,14,12
307104,20,high,low,0.15625,35,7,14
307631,16,high,low,0.14166666666666666,42,11,9
307740,29,high,high,0.23229166666666667,18,8,4
307858,15,low,low,0.15416666666666667,40,9,10
308118,4,high,low,0.09270833333333334,46,8,5
308122,20,high,mid,0.16875,31,8,8
308136,4,low,low,0.14895833333333333,36,12,7
308140,4,low,high,0.24895833333333334,27,4,11
308500,4,high,mid,0.20729166666666668,27,10,9
309071,4,high,mid,0.165625,42,14,9
309100,11,low,low,0.121875,40,14,9
309117,4,high,high,0.24270833333333333,27,13,6
309118,4,high,low,0.14270833333333333,37,6,6
309119,20,high,low,0.134375,28,10,6
309200,8,mid,high,0.23333333333333334,29,11,11
309212,20,low,high,0.22083333333333333,32,5,11
309214,8,mid,low,0.13541666666666666,44,9,13
309250,16,mid,low,0.10833333333333334,41,10,9
309486,20,high,low,0.14375,37,9,10
309554,4,high,mid,0.21458333333333332,32,8,10
309746,27,low,mid,0.20729166666666668,34,8,8
311004,29,high,high,0.25416666666666665,21,9,12
311058,15,mid,mid,0.171875,32,6,7
311062,28,low,low,0.13333333333333333,46,7,11
311115,10,mid,mid,0.16770833333333332,46,15,15
311290,16,high,mid,0.2125,20,7,4
311296,16,high,mid,0.17916666666666667,29,7,6
311629,8,high,mid,0.17708333333333334,38,11,11
311769,20,high,low,0.153125,36,8,8
311829,11,low,mid,0.18854166666666666,37,7,5
312012,18,low,low,0.14166666666666666,37,10,4
312071,4,high,low,0.15520833333333334,38,11,9
312104,20,high,low,0.15416666666666667,31,3,12
312213,4,low,high,0.23854166666666668,31,12,9
312244,5,high,low,0.12916666666666668,42,11,9
312293,16,low,high,0.2625,24,12,5
312296,16,high,high,0.3416666666666667,11,4,6
312321,18,low,low,0.12604166666666666,40,12,8
312416,24,low,low,0.14583333333333334,43,10,9
312496,16,mid,high,0.240625,16,9,7
312631,16,high,mid,0.18125,30,9,8
312691,21,high,low,0.11875,31,6,9
312768,5,low,mid,0.19375,46,12,14
312797,4,low,mid,0.215625,30,12,10
312834,28,high,high,0.578125,2,0,12
314023,4,mid,high,0.2520833333333333,29,12,10
314063,28,low,low,0.10416666666666667,45,4,15
314127,20,low,high,0.23333333333333334,29,12,12
314387,31,mid,low,0.125,40,11,7
314500,4,high,high,0.21770833333333334,29,11,9
314775,4,high,low,0.13020833333333334,34,11,5
314783,22,high,high,0.221875,38,11,15
314797,4,low,high,0.284375,29,9,12
314858,15,low,mid,0.18229166666666666,36,12,6
335076,8,high,low,0.16041666666666668,43,13,8
335118,4,high,low,0.09270833333333334,41,7,9
335127,20,mid,low,0.13125,35,9,11
335200,8,mid,high,0.26979166666666665,30,8,8
335489,21,mid,low,0.11666666666666667,45,10,6
335638,16,mid,mid,0.21666666666666667,29,5,7
335738,4,low,low,0.13541666666666666,42,6,6
335740,29,high,high,0.22708333333333333,19,7,4
335775,4,high,low,0.16041666666666668,32,10,8
335810,4,high,high,0.27291666666666664,33,14,14
343021,4,mid,high,0.35833333333333334,22,5,8
343027,4,high,low,0.090625,48,12,10
343041,4,high,mid,0.20833333333333334,41,13,12
343047,21,low,high,0.325,22,5,9
343077,8,high,high,0.26875,29,8,6
343117,4,high,mid,0.19791666666666666,27,14,10
343136,4,mid,high,0.21979166666666666,33,10,10
343155,11,mid,low,0.15625,41,10,4
343179,24,mid,mid,0.20833333333333334,39,13,9
343193,8,high,mid,0.17604166666666668,38,11,11
343300,20,high,high,0.2989583333333333,24,13,10
343370,24,high,low,0.153125,38,12,11
343424,16,mid,high,0.2875,28,12,8
343425,16,low,high,0.33229166666666665,25,7,6
343473,7,mid,low,0.13229166666666667,41,13,9
343481,24,high,low,0.15729166666666666,31,9,3
343630,16,low,high,0.35208333333333336,23,7,8
343631,16,high,mid,0.184375,36,8,10
343829,11,mid,mid,0.18020833333333333,39,11,7
343847,20,mid,high,0.23333333333333334,31,11,13
348026,4,mid,mid,0.17395833333333333,34,7,8
348076,8,high,high,0.22916666666666666,32,13,10
348104,20,high,low,0.140625,31,5,11
348118,4,high,low,0.0875,37,9,8
348144,18,low,low,0.12395833333333334,40,7,9
348300,20,high,high,0.2520833333333333,22,12,3
348465,27,low,low,0.09270833333333334,48,11,10
348600,29,mid,high,0.2916666666666667,17,8,3
348638,16,mid,low,0.1375,39,4,10
348740,29,mid,mid,0.165625,25,7,5
348774,4,mid,low,0.14583333333333334,38,10,9
348843,4,low,high,0.28125,29,7,14
353019,4,high,high,0.271875,25,6,4
353076,8,high,low,0.14375,39,11,8
353084,8,low,mid,0.18958333333333333,35,10,6
353144,18,mid,low,0.15208333333333332,37,8,10
353194,18,low,mid,0.184375,33,8,8
353345,16,low,high,0.25729166666666664,28,7,11
353548,11,low,mid,0.184375,28,13,10
353567,20,high,mid,0.16666666666666666,33,13,11
353769,20,high,low,0.14270833333333333,37,9,11
353774,4,mid,low,0.13020833333333334,42,12,8
359004,29,high,mid,0.19583333333333333,27,11,12
359090,4,mid,high,0.42604166666666665,17,1,0
359769,20,mid,low,0.11458333333333333,41,11,10
363072,25,low,low,0.13020833333333334,46,11,9
363084,8,low,mid,0.190625,34,8,6
363117,4,high,mid,0.18333333333333332,29,7,4
363548,11,low,low,0.1125,39,12,8
363578,4,mid,high,0.24270833333333333,34,12,10
363802,5,high,low,0.14583333333333334,47,15,13
363831,24,mid,low,0.115625,44,9,11
368070,4,high,low,0.125,30,4,0
368116,10,high,low,0.075,43,8,7
368118,4,high,low,0.075,41,7,7
368127,20,low,mid,0.190625,34,11,13
368140,4,low,mid,0.20104166666666667,36,10,10
368300,20,high,low,0.159375,29,10,14
368486,20,high,mid,0.171875,35,9,11
368540,28,high,mid,0.20833333333333334,29,12,15
368580,29,high,high,0.365625,9,5,4
368638,16,low,mid,0.17291666666666666,36,8,9
368645,24,low,mid,0.20833333333333334,29,10,10
370021,4,low,high,0.3177083333333333,27,9,6
370090,4,high,high,0.28958333333333336,33,2,1
370116,10,high,low,0.10625,41,9,6
370214,8,mid,low,0.15,44,12,12
370567,20,mid,low,0.13125,36,13,13
370691,21,high,low,0.12708333333333333,34,8,7
371109,8,low,mid,0.18229166666666666,33,8,10
371117,4,high,high,0.221875,21,6,7
371135,4,mid,low,0.10833333333333334,48,7,11
371345,16,mid,high,0.24375,32,10,7
371416,24,low,high,0.225,32,10,10
371422,16,high,mid,0.16875,36,8,7
371500,4,high,mid,0.184375,34,10,10
371577,24,mid,low,0.11666666666666667,43,12,6
371688,31,mid,low,0.109375,45,7,10
371707,7,mid,low,0.12395833333333334,42,8,7
371738,4,low,mid,0.18541666666666667,33,4,8
373011,18,low,low,0.128125,45,10,13
373041,4,mid,high,0.3625,33,9,6
373122,20,mid,high,0.24583333333333332,22,11,10
373144,18,low,low,0.15520833333333334,38,8,11
373201,8,mid,mid,0.19166666666666668,37,12,12
373379,29,low,high,0.5916666666666667,9,8,3
373486,20,high,mid,0.16145833333333334,35,10,8
373650,10,low,high,0.4,29,13,11
373775,4,mid,low,0.12083333333333333,34,9,6
373834,28,high,high,0.51875,5,7,12
378038,5,low,low,0.10729166666666666,46,8,10
378041,4,high,high,0.5614583333333333,11,10,11
378074,21,low,high,0.25729166666666664,14,3,4
378116,10,high,low,0.058333333333333334,43,9,7
378129,10,mid,high,0.6541666666666667,8,2,0
378215,4,high,high,0.33125,12,6,6
378374,18,low,mid,0.17291666666666666,42,13,11
378387,31,mid,low,0.134375,39,6,6
378415,7,mid,low,0.15,39,6,10
378510,5,low,low,0.08020833333333334,52,11,13
378631,16,high,low,0.15,33,6,7
378638,16,mid,mid,0.18125,32,6,8
378769,20,high,low,0.134375,36,8,10
378793,14,low,mid,0.16770833333333332,40,13,12
382017,20,mid,low,0.10520833333333333,48,9,14
382019,4,high,high,0.3416666666666667,23,10,4
382067,18,low,low,0.13125,43,12,9
382074,21,mid,high,0.275,13,1,6
382077,8,high,mid,0.184375,39,9,9
382222,21,low,high,0.21770833333333334,28,9,10
382250,16,high,low,0.11770833333333333,40,5,7
382439,21,mid,high,0.24375,33,13,11
382775,4,high,low,0.15416666666666667,28,9,7
382797,4,low,high,0.284375,32,9,11
386108,8,mid,low,0.140625,41,9,9
386117,4,high,high,0.2708333333333333,23,4,5
386190,4,mid,low,0.078125,41,9,7
386200,8,low,high,0.2833333333333333,26,13,11
386201,8,high,mid,0.16770833333333332,37,13,11
386500,4,high,low,0.15625,38,11,9
386775,4,high,low,0.14270833333333333,37,8,11
386793,14,low,mid,0.17291666666666666,42,12,14
386810,4,high,mid,0.215625,36,14,14
394070,4,high,low,0.16041666666666668,31,6,2
394194,18,low,high,0.24270833333333333,23,9,7
394638,16,mid,mid,0.203125,30,6,9
394740,29,high,mid,0.18541666666666667,28,7,4
394769,20,high,low,0.153125,39,8,12
397023,4,low,mid,0.17708333333333334,38,14,9
397118,4,high,low,0.11770833333333333,39,7,6
397486,20,high,mid,0.16666666666666666,32,12,10
397549,31,high,mid,0.16354166666666667,43,14,13
397567,20,mid,low,0.13229166666666667,34,14,13
397580,29,high,low,0.16041666666666668,29,3,4
402496,16,mid,mid,0.1875,28,9,7
402635,16,low,low,0.15208333333333332,37,8,7
402682,10,mid,low,0.07604166666666666,45,12,10
402765,18,low,low,0.12604166666666666,43,10,12
402769,20,high,low,0.12708333333333333,37,10,7
402843,4,low,high,0.30104166666666665,28,10,12
405019,4,high,high,0.315625,22,7,3
405077,8,mid,high,0.271875,28,8,7
405127,20,mid,low,0.16041666666666668,38,10,14
405190,4,high,low,0.06875,42,10,7
405480,8,low,mid,0.171875,41,10,10
405634,16,low,mid,0.215625,30,7,8
406296,16,mid,mid,0.18645833333333334,25,11,8
406396,7,high,low,0.14583333333333334,41,13,12
406486,20,high,mid,0.18854166666666666,34,10,13
406666,21,high,low,0.146875,31,7,5
406677,7,low,low,0.146875,42,8,8
406707,7,low,low,0.11770833333333333,46,10,9
406810,4,high,mid,0.21354166666666666,36,12,8
411099,8,mid,mid,0.18020833333333333,36,8,9
411179,24,low,low,0.15625,42,11,12
411259,21,mid,mid,0.18020833333333333,40,10,9
411422,16,high,low,0.121875,43,8,8
411500,4,high,high,0.23854166666666668,32,9,10
411580,29,high,high,0.259375,22,3,4
411635,16,high,mid,0.16875,36,10,9
411793,14,low,mid,0.165625,45,11,9
411841,0,low,mid,0.20520833333333333,34,10,9
417122,20,mid,mid,0.20104166666666667,29,9,8
417296,16,mid,mid,0.175,28,6,2
417314,16,high,mid,0.20520833333333333,23,7,3
417345,16,mid,mid,0.18958333333333333,30,12,5
417554,4,low,high,0.22291666666666668,33,11,10
417806,21,low,high,0.35,20,11,5
420017,20,mid,low,0.12395833333333334,47,11,11
420058,15,mid,mid,0.19270833333333334,32,9,10
420094,4,low,low,0.11354166666666667,43,10,5
420250,16,mid,low,0.10104166666666667,42,5,7
420600,29,high,high,0.2708333333333333,15,3,6
420635,16,mid,high,0.259375,30,6,3
420644,23,low,high,0.265625,25,14,10
420677,7,low,low,0.1375,37,11,7
420774,4,mid,mid,0.18125,39,6,6
420775,4,high,low,0.14375,32,9,5
420843,4,low,high,0.3541666666666667,24,9,13
423122,20,mid,high,0.21770833333333334,30,10,8
423200,8,mid,mid,0.21458333333333332,32,7,10
423201,8,mid,low,0.146875,41,9,9
423306,7,mid,mid,0.16458333333333333,40,13,10
423370,24,mid,mid,0.20104166666666667,30,12,6
423379,29,low,high,0.534375,11,5,2
423596,29,high,mid,0.17708333333333334,21,6,3
423650,10,low,low,0.15208333333333332,41,11,8
423691,21,high,low,0.11458333333333333,34,7,6
423699,30,low,low,0.15208333333333332,37,14,10
423728,20,mid,low,0.09479166666666666,43,5,7
426117,4,high,mid,0.215625,23,6,6
426118,4,high,low,0.109375,44,7,6
426190,4,high,low,0.06979166666666667,46,11,6
426240,4,high,low,0.140625,37,9,8
426830,7,low,mid,0.16458333333333333,44,15,15
431215,4,high,high,0.46770833333333334,3,3,4
431253,10,high,low,0.05625,51,11,12
431374,18,mid,low,0.14583333333333334,41,13,11
431549,31,high,low,0.13333333333333333,45,11,8
431596,29,high,high,0.2552083333333333,18,3,1
431628,21,low,low,0.15104166666666666,39,7,11
431635,16,high,mid,0.171875,35,9,9
431666,21,high,low,0.11354166666666667,38,9,7
431765,18,low,low,0.1375,41,14,10
434099,8,mid,low,0.14166666666666666,40,5,14
434108,8,mid,mid,0.16666666666666666,37,10,5
434119,20,high,low,0.125,35,8,10
434135,4,mid,low,0.134375,44,10,10
434201,8,high,low,0.14166666666666666,41,14,11
434215,4,high,high,0.275,14,6,7
434258,31,low,low,0.103125,46,9,8
434363,4,high,low,0.15833333333333333,44,12,10
434422,16,high,mid,0.165625,38,8,9
434556,16,low,low,0.16041666666666668,37,7,12
434628,21,low,mid,0.17395833333333333,36,7,9
434738,4,low,low,0.13645833333333332,43,7,10
434774,4,mid,mid,0.18125,37,8,8
434806,21,low,high,0.29270833333333335,21,10,5
435018,4,low,high,0.24479166666666666,31,5,5
435077,8,mid,high,0.2875,26,7,4
435108,8,mid,mid,0.171875,37,9,2
435166,20,high,low,0.09791666666666667,39,5,11
435212,20,low,mid,0.17291666666666666,34,7,10
435213,4,low,mid,0.184375,34,11,11
435253,10,low,low,0.052083333333333336,54,11,10
435422,16,mid,low,0.14270833333333333,37,4,8
435548,11,low,mid,0.16979166666666667,38,12,9
435578,4,mid,mid,0.18958333333333333,36,12,9
435631,16,high,mid,0.1625,37,11,10
435769,20,high,low,0.12708333333333333,39,11,6
435847,20,low,mid,0.19375,29,10,13
436026,4,mid,mid,0.19166666666666668,32,6,12
436600,29,mid,high,0.3125,17,10,3
436783,22,mid,mid,0.2125,38,11,14
436806,21,low,high,0.31145833333333334,26,12,9
436834,28,high,high,0.5,5,1,14
438021,4,low,high,0.38645833333333335,18,5,9
438071,4,high,low,0.10208333333333333,42,12,11
438074,21,low,high,0.3020833333333333,14,3,6
438104,20,high,mid,0.16875,31,7,11
438240,4,high,low,0.13854166666666667,36,9,11
438310,16,low,mid,0.17291666666666666,35,4,10
438387,31,mid,low,0.11354166666666667,41,5,8
438411,28,low,high,0.28541666666666665,39,9,15
438422,16,mid,mid,0.17395833333333333,37,8,7
438486,20,high,low,0.16041666666666668,34,9,9
438783,22,mid,high,0.225,34,10,15
